SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
16,09:24:32,2026-07-26,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,-0.246936,2.91619,-0.26978,-4.056282,2.644564,2.753505,4.060037,1.415473,28.242741,27.12533,41.64386,0.441786,7.5,PSF-00578_20260726092432_4cb,0,0,0,83.202126,279.500122,0.702318,0.5,0.8,58.694122,1,68.76,71.6,28.23,29.16,29.16,97.49,156,155.9,0.1,209,4.081,8,-25,3,,,,,,,,14:18:28,2026-07-26,39.208595,-96.593765,260.100006,15,0.69,09:17:53,2026-07-26,-4.41,1,-0.007,-0.004,-9999,0.043,0.427,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.501938,2.48876,1.642078,0.932115,0.239866,0.011032,0.233844,0.28122,83.202126,0.00029,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092432_4cb,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
18,09:25:16,2026-07-26,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,-0.193939,2.916073,-0.207756,-3.855547,2.678024,2.781543,4.421386,1.743362,28.531353,27.469517,45.351852,0.441786,7.5,PSF-00578_20260726092516_039,0,0,0,128.331894,230.604889,0.443499,0.5,0.8,201.437408,1,67.87,70.49,28.67,30.65,30.65,97.49,156,156,0,1136,4.075,-23,2,4,,,,,,,,14:19:12,2026-07-26,39.208576,-96.59375,261.200012,15,0.69,09:17:53,2026-07-26,-4.41,1,0.001,0,-0.009,-0.848,0.796,7.177,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.500472,2.487579,1.641959,0.932374,0.23571,0.023194,0.239176,1.055447,128.331894,0.000296,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092516_039,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
19,09:25:30,2026-07-26,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,-0.178067,2.917266,-0.189642,-3.492893,2.690697,2.784375,4.420762,1.730064,28.561357,27.600431,45.346958,0.441786,7.5,PSF-00578_20260726092530_1b9,0,0,0,112.640617,210.046295,0.463734,0.5,0.8,219.484772,1,67.64,70,28.81,30.64,30.64,97.49,156.2,156,0.1,1183,4.044,-23,2,4,,,,,,,,14:19:25,2026-07-26,39.208569,-96.59375,261.299988,15,0.69,09:17:53,2026-07-26,-4.41,1,0.002,0.002,-9999,-6.151,-1.178,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.499821,2.487274,1.643176,0.932372,0.234414,0.021557,0.24085,1.095342,112.640617,0.00029,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092530_1b9,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
20,09:25:42,2026-07-26,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,-0.19733,2.91724,-0.211646,-4.073323,2.703481,2.812722,4.510437,1.806956,28.849983,27.729502,46.263378,0.441786,7.5,PSF-00578_20260726092542_a94,0,0,0,129.77565,224.661835,0.422351,0.5,0.8,150.976593,1,67.52,70.24,28.92,31,31,97.49,156.2,155.7,0.3,894,4.079,-24,7,2,,,,,,,,14:19:38,2026-07-26,39.208572,-96.593735,262.399994,15,0.69,09:17:53,2026-07-26,-4.41,1,0.002,0.004,-9999,2.921,8.682,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.500116,2.487099,1.643149,0.931759,0.23336,0.024368,0.242204,0.853375,129.77565,0.000304,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092542_a94,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
24,09:27:46,2026-07-26,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,-0.171297,2.917025,-0.181984,-3.286086,2.808924,2.89697,4.503399,1.694475,29.713661,28.810583,46.190487,0.441786,7.5,PSF-00578_20260726092746_b3f,0,0,0,100.896477,214.152222,0.528856,0.5,0.8,223.841644,1,65.85,67.92,30.02,30.97,30.97,97.5,156.1,155.4,0.5,1058,4.077,0,34,22,,,,,,,,14:21:42,2026-07-26,39.208534,-96.59375,267,17,0.65,09:17:53,2026-07-26,-4.41,1,0.007,0.003,-9999,11.179,6.087,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.49698,2.484847,1.64293,0.930872,0.223472,0.011324,0.256534,0.990806,100.896477,0.000296,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092746_b3f,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
25,09:28:19,2026-07-26,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.066581,2.916592,0.065095,1.038958,2.874353,2.846528,4.372497,1.498143,29.198528,29.483952,44.851295,0.441786,7.5,PSF-00578_20260726092819_af2,0,0,0,83.120224,282.311798,0.705573,0.5,0.8,50.970692,1,66.34,65.69,30.29,30.45,30.45,97.49,156.1,155.4,0.4,181,4.077,7,-44,351,,,,,,,,14:22:14,2026-07-26,39.208534,-96.593742,266.899994,17,0.65,09:28:11,2026-07-26,-0.91,1,-0.004,0,0.011,0.071,0.154,0.831,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.49411,2.481011,1.642488,0.930909,0.221076,0.002106,0.260078,0.257549,83.120224,0.000291,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092819_af2,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
26,09:28:37,2026-07-26,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.043462,2.915756,0.042823,0.690332,2.890233,2.871735,4.403038,1.512805,29.456558,29.646299,45.163757,0.441786,7.5,PSF-00578_20260726092837_e53,0,0,0,81.006645,275.578033,0.706048,0.5,0.8,52.843773,1,66.1,65.68,30.45,30.57,30.57,97.49,156,155.6,0.3,187,4.075,6,-44,352,,,,,,,,14:22:32,2026-07-26,39.208538,-96.593727,266.700012,17,0.65,09:28:11,2026-07-26,-0.91,1,0.001,0,0.008,-0.02,0.047,0.537,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.494062,2.480691,1.641636,0.931282,0.219703,0.00168,0.262018,0.262989,81.006645,0.000295,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092837_e53,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
27,09:28:51,2026-07-26,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.076284,2.915098,0.074339,1.191873,2.908082,2.876136,4.412384,1.504301,29.503147,29.830847,45.261829,0.441786,7.5,PSF-00578_20260726092851_bcd,0,0,0,85.154053,288.329956,0.704665,0.5,0.8,50.851509,1,66.09,65.36,30.56,30.61,30.61,97.49,155.9,155.6,0.2,180,4.075,6,-48,353,,,,,,,,14:22:47,2026-07-26,39.208542,-96.593712,267.600006,17,0.65,09:28:11,2026-07-26,-0.91,1,-0.001,0.001,0.016,-0.06,0.033,0.428,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.493643,2.480658,1.640967,0.931334,0.218747,0.00082,0.263556,0.25739,85.154053,0.000296,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092851_bcd,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
28,09:29:20,2026-07-26,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.090183,2.916159,0.087478,1.814147,2.958869,2.910301,4.899464,1.940594,29.847944,30.346056,50.248718,0.441786,7.5,PSF-00578_20260726092920_193,0,0,0,97.66066,183.167343,0.466823,0.5,0.8,235.145264,1,66.37,65.28,30.79,32.46,32.46,97.5,156,155.3,0.4,1259,4.072,2,50,24,,,,,,,,14:23:11,2026-07-26,39.208542,-96.593704,268,17,0.65,09:28:11,2026-07-26,-0.91,1,0.003,0.005,0.019,-1.584,-2.615,0.265,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.493497,2.480974,1.642047,0.930706,0.216785,0.019867,0.266727,1.15888,97.66066,0.000285,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092920_193,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
29,09:29:35,2026-07-26,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.085587,2.915555,0.083146,1.770333,2.978024,2.930619,4.969347,1.991324,30.057934,30.544147,50.968189,0.441786,7.5,PSF-00578_20260726092935_22f,0,0,0,104.202034,185.431122,0.438055,0.5,0.8,226.472702,1,66.36,65.3,30.91,32.71,32.71,97.5,155.9,155.1,0.5,1292,4.07,7,50,20,,,,,,,,14:23:30,2026-07-26,39.208546,-96.593712,268.399994,17,0.65,09:28:11,2026-07-26,-0.91,1,0.005,0.002,-0.011,-0.31,-1.768,-2.205,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.493503,2.480939,1.641431,0.930196,0.215795,0.021496,0.268323,1.186624,104.202034,0.0003,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092935_22f,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
30,09:29:51,2026-07-26,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.087929,2.916653,0.085356,1.939748,2.93282,2.880899,5.057714,2.124894,29.548208,30.080748,51.874924,0.441786,7.5,PSF-00578_20260726092951_7e9,0,0,0,116.942528,200.941803,0.418028,0.5,0.8,219.106369,1,64.92,63.77,31.02,33.02,33.02,97.5,156.1,155.3,0.5,1310,4.073,4,51,20,,,,,,,,14:23:47,2026-07-26,39.208534,-96.593727,269.100006,17,0.65,09:28:11,2026-07-26,-0.91,1,-0.002,-0.002,0.011,0.332,0.872,0.273,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.491532,2.47911,1.64255,0.930708,0.21481,0.023876,0.269955,1.201554,116.942528,0.000295,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726092951_7e9,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
31,09:30:05,2026-07-26,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.076838,2.916176,0.074865,1.73084,2.99119,2.94487,5.151264,2.160074,30.203173,30.678242,52.83239,0.441786,7.5,PSF-00578_20260726093005_211,0,0,0,110.248093,194.219833,0.432354,0.5,0.8,185.386429,1,65.83,64.81,31.13,33.35,33.35,97.5,156,155.3,0.4,1072,4.07,0,49,18,,,,,,,,14:24:00,2026-07-26,39.208542,-96.593735,269.399994,17,0.65,09:28:11,2026-07-26,-0.91,1,0.004,-0.001,-9999,-0.729,-1.347,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.492837,2.480237,1.642064,0.930713,0.213952,0.026599,0.271435,1.002353,110.248093,0.000295,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260726093005_211,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
