SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
22,09:06:58,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.001047,2.916959,0.001047,0.014913,2.138159,2.137756,3.488604,1.350446,21.899979,21.904108,35.738586,0.441786,7.5,PSF-00578_20260721090658_8ca,0,0,0,94.816803,269.881012,0.648672,0.5,0.8,61.893597,1,64.41,64.4,25.72,26.56,26.56,97.61,156.1,155.9,0.1,239,3.757,-8,28,9,,,,,,,,14:01:10,2026-07-21,39.208332,-96.593895,336.299988,9,1.05,09:01:11,2026-07-21,-0.82,1,-0.001,-0.003,-9999,0.86,-0.151,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.49326,2.479227,1.642863,0.932238,0.264964,0.009833,0.122933,0.305962,94.816803,0.000291,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090658_8ca,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
23,09:07:14,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.023613,2.914902,0.023423,0.336695,2.150667,2.141556,3.513177,1.36251,21.93807,22.031403,35.988937,0.441786,7.5,PSF-00578_20260721090714_de8,0,0,0,87.728622,266.987457,0.671413,0.5,0.8,64.648766,1,64.39,64.11,25.83,26.68,26.68,97.62,155.9,156,-0.1,241,3.755,-20,34,9,,,,,,,,14:01:26,2026-07-21,39.208321,-96.593887,337,10,0.88,09:01:11,2026-07-21,-0.82,1,-0.001,0.002,0.004,0.008,-0.535,0.429,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.492884,2.479181,1.640767,0.932411,0.263864,0.010002,0.125026,0.307783,87.728622,0.000295,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090714_de8,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
24,09:07:27,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.016982,2.916625,0.016883,0.238209,2.148529,2.142092,3.485984,1.337455,21.945078,22.011021,35.712841,0.441786,7.5,PSF-00578_20260721090727_c6d,0,0,0,95.063927,301.761017,0.684969,0.5,0.8,69.090263,1,64.01,63.82,25.91,26.55,26.55,97.61,156.1,156,0.1,252,3.743,10,52,13,,,,,,,,14:01:39,2026-07-21,39.208305,-96.593887,337,11,0.82,09:01:11,2026-07-21,-0.82,1,0,-0.001,-9999,2.044,5.068,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.492494,2.478697,1.642522,0.932397,0.262997,0.007591,0.12671,0.317347,95.063927,0.0003,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090727_c6d,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
25,09:07:37,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.015616,2.916388,0.015533,0.229088,2.167201,2.161011,3.564377,1.397177,22.141907,22.205324,36.520912,0.441786,7.5,PSF-00578_20260721090737_144,0,0,0,85.319641,272.656189,0.68708,0.5,0.8,63.520668,1,64.3,64.11,25.98,26.93,26.93,97.6,156,156.1,0,231,3.754,13,53,10,,,,,,,,14:01:49,2026-07-21,39.208324,-96.593872,337.200012,11,0.82,09:01:11,2026-07-21,-0.82,1,-0.002,-0.003,-9999,0.566,0.794,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.492855,2.479043,1.64228,0.932677,0.262259,0.011055,0.128104,0.299767,85.319641,0.00029,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090737_144,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
26,09:07:48,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.010613,2.91579,0.010575,0.150968,2.194579,2.190499,3.546973,1.352394,22.443642,22.485441,36.341934,0.441786,7.5,PSF-00578_20260721090748_e94,0,0,0,89.516045,261.435272,0.657598,0.5,0.8,86.712357,1,64.85,64.73,26.05,26.85,26.85,97.6,156,155.9,0,330,3.755,19,50,12,,,,,,,,14:02:00,2026-07-21,39.208324,-96.593864,337.200012,11,0.82,09:01:11,2026-07-21,-0.82,1,0.001,0.001,-9999,0.206,0.671,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.493621,2.479722,1.641671,0.932167,0.261556,0.009358,0.129414,0.382097,89.516045,0.000296,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090748_e94,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
27,09:07:59,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.047718,2.916423,0.04695,0.631713,2.193037,2.175977,3.467976,1.27494,22.297869,22.472691,35.537369,0.441786,7.5,PSF-00578_20260721090759_737,0,0,0,83.394173,296.915894,0.719132,0.5,0.8,39.434467,1,64.54,64.04,26.12,26.46,26.46,97.59,156.1,155.9,0.1,137,3.754,7,-51,21,,,,,,,,14:02:11,2026-07-21,39.208328,-96.593857,336.799988,11,0.82,09:01:11,2026-07-21,-0.82,1,-0.001,0,-9999,0.293,0.734,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.492738,2.479327,1.642316,0.932272,0.260843,0.004286,0.130768,0.221192,83.394173,0.000293,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090759_737,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
28,09:08:10,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.045878,2.915895,0.045168,0.612735,2.194326,2.17777,3.479826,1.2855,22.313845,22.483482,35.654953,0.441786,7.5,PSF-00578_20260721090810_de2,0,0,0,80.786346,279.823059,0.711295,0.5,0.8,43.135498,1,64.29,63.81,26.19,26.52,26.52,97.6,156,155.7,0.2,152,3.753,0,-44,16,,,,,,,,14:02:23,2026-07-21,39.208336,-96.593857,336.799988,11,0.82,09:01:11,2026-07-21,-0.82,1,-0.005,-0.004,0.004,0.013,0.182,1.074,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.492434,2.479006,1.641778,0.931721,0.260067,0.004093,0.132261,0.233324,80.786346,0.000289,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090810_de2,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
29,09:08:23,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.0237,2.916962,0.023509,0.325969,2.217322,2.208525,3.530529,1.313207,22.632332,22.722481,36.179852,0.441786,7.5,PSF-00578_20260721090823_8e1,0,0,0,87.080238,275.549408,0.683976,0.5,0.8,100.932373,1,64.67,64.41,26.27,26.77,26.77,97.58,156.1,155.9,0.1,369,3.744,34,52,11,,,,,,,,14:02:35,2026-07-21,39.208351,-96.593857,336.799988,11,0.84,09:01:11,2026-07-21,-0.82,1,0.001,-0.001,-9999,0.063,1.038,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.493188,2.479465,1.642866,0.932137,0.25927,0.005987,0.133845,0.414903,87.080238,0.000305,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090823_8e1,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
30,09:08:35,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.09287,2.916774,0.090004,1.249044,2.215626,2.181911,3.530047,1.31442,22.358395,22.703882,36.172958,0.441786,7.5,PSF-00578_20260721090835_825,0,0,0,89.016083,287.240967,0.6901,0.5,0.8,34.759583,1,64.31,63.33,26.35,26.76,26.76,97.59,156.1,155.8,0.2,126,3.754,15,-75,30,,,,,,,,14:02:48,2026-07-21,39.208363,-96.593872,336.600006,12,0.75,09:01:11,2026-07-21,-0.82,1,0.003,0.001,-0.005,-0.491,-0.663,0.85,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.491805,2.479003,1.642674,0.932008,0.258429,0.005042,0.135461,0.211861,89.016083,0.000286,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090835_825,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
31,09:08:47,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.065011,2.914611,0.063593,0.906541,2.187647,2.163129,3.537947,1.3503,22.166723,22.417974,36.255211,0.441786,7.5,PSF-00578_20260721090847_fca,0,0,0,81.361771,284.307007,0.713824,0.5,0.8,41.633488,1,63.23,62.52,26.42,26.8,26.8,97.58,155.8,156.1,-0.2,146,3.716,13,-74,21,,,,,,,,14:02:59,2026-07-21,39.208363,-96.593864,336.600006,12,0.75,09:01:11,2026-07-21,-0.82,1,-0.003,-0.001,-9999,0.257,0.622,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.490766,2.477643,1.640472,0.932669,0.257692,0.004662,0.136875,0.22848,81.361771,0.0003,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090847_fca,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
32,09:09:00,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.030863,2.914226,0.03054,0.444282,2.167662,2.155639,3.545837,1.378175,22.088163,22.211359,36.333096,0.441786,7.5,PSF-00578_20260721090900_d11,0,0,0,84.050774,269.7612,0.688425,0.5,0.8,124.938698,1,62.36,62.01,26.5,26.84,26.84,97.59,155.8,155.9,-0.1,454,3.754,37,60,9,,,,,,,,14:03:12,2026-07-21,39.20837,-96.593857,336.5,13,0.7,09:01:11,2026-07-21,-0.82,1,-0.003,-0.002,-9999,0.037,-0.004,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.490108,2.476542,1.640081,0.932053,0.256879,0.004194,0.138509,0.485756,84.050774,0.000297,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090900_d11,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
33,09:09:11,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.041927,2.91585,0.041333,0.737668,2.195242,2.175313,3.882552,1.687311,22.292149,22.49638,39.787586,0.441786,7.5,PSF-00578_20260721090911_548,0,0,0,111.90641,192.710281,0.419302,0.5,0.8,50.87804,1,62.88,62.31,26.58,28.39,28.39,97.58,156,156.1,-0.1,303,3.723,43,43,0,,,,,,,,14:03:24,2026-07-21,39.208366,-96.593864,336.700012,13,0.7,09:01:11,2026-07-21,-0.82,1,0.004,0.005,-9999,-0.564,-1.313,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.490464,2.477175,1.641731,0.93257,0.256118,0.020983,0.139991,0.360116,111.90641,0.000291,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090911_548,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
34,09:09:30,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.029888,2.915884,0.029584,0.54337,2.161759,2.147073,3.898458,1.736699,22.001745,22.152231,39.948742,0.441786,7.5,PSF-00578_20260721090930_424,0,0,0,143.84079,245.690338,0.414544,0.5,0.8,146.920029,1,61.47,61.05,26.7,28.46,28.46,97.59,156,155.9,0.1,886,3.753,23,46,11,,,,,,,,14:03:42,2026-07-21,39.20837,-96.593872,336.600006,13,0.7,09:01:11,2026-07-21,-0.82,1,0.004,0.004,-9999,3.122,1.394,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.488848,2.47539,1.641767,0.932078,0.254857,0.020383,0.142407,0.846996,143.84079,0.000284,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090930_424,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
35,09:09:47,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.083977,2.914236,0.081625,1.197983,2.178429,2.146015,3.568496,1.390067,21.991072,22.323227,36.567795,0.441786,7.5,PSF-00578_20260721090947_5ef,0,0,0,81.718323,280.436035,0.708603,0.5,0.8,63.998547,1,61.56,60.65,26.81,26.95,26.95,97.59,155.8,156,-0.2,226,3.749,-5,-35,12,,,,,,,,14:03:59,2026-07-21,39.208374,-96.593887,336.799988,15,0.66,09:01:11,2026-07-21,-0.82,1,0.005,0.004,-0.005,0.11,0.275,0.346,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.488318,2.475493,1.640091,0.932472,0.253806,0.001998,0.14448,0.295309,81.718323,0.000271,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090947_5ef,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
36,09:10:02,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,-0.002167,2.916793,-0.002168,-0.034687,2.1592,2.160137,3.673643,1.514442,22.134483,22.124884,37.643059,0.441786,7.5,PSF-00578_20260721091002_7be,0,0,0,81.700089,302.519928,0.729935,0.5,0.8,56.665722,1,60.66,60.69,26.91,27.44,27.44,97.59,156.1,155.9,0.1,194,3.75,-4,42,10,,,,,,,,14:04:14,2026-07-21,39.208382,-96.59388,337.5,15,0.66,09:01:11,2026-07-21,-0.82,1,0.002,0.003,-9999,0.153,0.364,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.488349,2.474345,1.642694,0.932158,0.252793,0.006454,0.146482,0.26881,81.700089,0.000296,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091002_7be,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
37,09:10:28,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.080997,2.91704,0.078809,1.145364,2.19583,2.164915,3.57213,1.3763,22.185488,22.502296,36.606255,0.441786,7.5,PSF-00578_20260721091028_468,0,0,0,76.079964,265.420319,0.71336,0.5,0.8,44.031139,1,61.06,60.2,27.08,26.97,26.97,97.58,156.1,155.8,0.2,154,3.75,8,-48,0,,,,,,,,14:04:40,2026-07-21,39.208382,-96.593895,337.5,15,0.66,09:01:11,2026-07-21,-0.82,1,0.001,0.001,-9999,0.402,0.711,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.487697,2.474813,1.642946,0.93178,0.251038,-0.000926,0.149841,0.23558,76.079964,0.000276,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091028_468,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
38,09:10:40,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.099415,2.915939,0.096137,1.39499,2.207359,2.169676,3.58142,1.374061,22.232676,22.618818,36.69883,0.441786,7.5,PSF-00578_20260721091040_f26,0,0,0,88.966728,302.023529,0.705431,0.5,0.8,40.517891,1,61.12,60.08,27.15,27.01,27.01,97.59,156,155.9,0.1,144,3.75,1,-41,0,,,,,,,,14:04:53,2026-07-21,39.208382,-96.59391,337.299988,14,0.7,09:01:11,2026-07-21,-0.82,1,-0.001,-0.003,0.014,-0.243,0.161,1.661,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.48753,2.47488,1.641822,0.93205,0.250325,-0.001239,0.151343,0.226626,88.966728,0.000289,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091040_f26,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
39,09:10:51,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.05022,2.915797,0.04937,0.743529,2.196984,2.176894,3.62294,1.425956,22.306013,22.511873,37.123238,0.441786,7.5,PSF-00578_20260721091051_507,0,0,0,91.403244,296.684143,0.691917,0.5,0.8,95.172806,1,60.62,60.06,27.21,27.21,27.21,97.59,156,155.9,0.1,344,3.75,28,54,346,,,,,,,,14:05:04,2026-07-21,39.208382,-96.593887,337.399994,15,0.66,09:01:11,2026-07-21,-0.82,1,0.002,0.004,-9999,0.392,0.593,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.487502,2.474239,1.641678,0.932072,0.249724,0.00029,0.152653,0.393977,91.403244,0.000297,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091051_507,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
40,09:11:04,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.12754,2.917289,0.122198,1.695433,2.224619,2.178874,3.538703,1.314084,22.325958,22.794683,36.259525,0.441786,7.5,PSF-00578_20260721091104_73b,0,0,0,91.979385,254.030945,0.637921,0.5,0.8,82.481812,1,61.14,59.88,27.28,26.81,26.81,97.59,156.2,155.9,0.2,323,3.749,28,48,345,,,,,,,,14:05:16,2026-07-21,39.208389,-96.593887,337.899994,16,0.64,09:01:11,2026-07-21,-0.82,1,0.001,0.001,-9999,-0.846,1.372,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.487256,2.474879,1.6432,0.932206,0.249054,-0.004987,0.154131,0.37674,91.979385,0.000304,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091104_73b,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
41,09:11:31,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.097404,2.91619,0.094256,1.313175,2.215234,2.17977,3.534834,1.3196,22.335535,22.698929,36.220531,0.441786,7.5,PSF-00578_20260721091131_745,0,0,0,87.571266,258.481628,0.661209,0.5,0.8,73.167114,1,60.32,59.35,27.44,26.79,26.79,97.59,156,155.8,0.1,277,3.742,29,45,348,,,,,,,,14:05:44,2026-07-21,39.208393,-96.593872,337.899994,15,0.68,09:11:23,2026-07-21,-0.64,1,-0.001,0.001,0.011,0.027,-1.219,0.131,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.486556,2.473605,1.642078,0.931951,0.247496,-0.006987,0.157669,0.337799,87.571266,0.000286,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091131_745,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
42,09:11:45,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.130872,2.916589,0.125252,1.765174,2.208295,2.160637,3.543072,1.334778,22.140396,22.628754,36.306438,0.441786,7.5,PSF-00578_20260721091145_af1,0,0,0,85.234161,291.497467,0.707599,0.5,0.8,34.646202,1,59.86,58.57,27.52,26.83,26.83,97.59,156.1,155.9,0.1,122,3.747,16,-74,15,,,,,,,,14:05:57,2026-07-21,39.208385,-96.593872,337.700012,15,0.68,09:11:23,2026-07-21,-0.64,1,0.002,0.002,0.013,-0.255,0.048,0.58,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.485543,2.473017,1.642486,0.932162,0.246744,-0.007412,0.159322,0.208924,85.234161,0.000295,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091145_af1,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
43,09:11:55,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.065148,2.915967,0.063725,0.979476,2.181075,2.154606,3.636564,1.455489,22.075199,22.346394,37.258736,0.441786,7.5,PSF-00578_20260721091155_fae,0,0,0,77.688576,261.97995,0.703456,0.5,0.8,77.572746,1,58.95,58.23,27.57,27.27,27.27,97.6,156,155.9,0.1,276,3.746,20,58,352,,,,,,,,14:06:08,2026-07-21,39.208378,-96.59388,337.100006,16,0.64,09:11:23,2026-07-21,-0.64,1,-0.002,-0.001,-9999,0.249,-0.219,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.485104,2.471862,1.641851,0.932115,0.246247,-0.002995,0.16052,0.336999,77.688576,0.000293,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091155_fae,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
44,09:12:10,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.174046,2.916359,0.164244,2.202498,2.206698,2.147217,3.477326,1.270627,22.001303,22.610773,35.630161,0.441786,7.5,PSF-00578_20260721091210_b81,0,0,0,88.071587,253.40152,0.652443,0.5,0.8,53.683716,1,59.42,57.81,27.63,26.51,26.51,97.6,156,155.9,0.1,206,3.746,22,56,343,,,,,,,,14:06:22,2026-07-21,39.208385,-96.593895,337.600006,16,0.64,09:11:23,2026-07-21,-0.64,1,-0.003,-0.002,0.018,-0.143,-0.479,0.193,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.484561,2.472441,1.64225,0.932207,0.245623,-0.01228,0.162228,0.278524,88.071587,0.000292,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091210_b81,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
45,09:12:23,2026-07-21,Rain_out,Climate_model,,Pl17-R2-M1-H1-P04,,,0.03379,2.91604,0.033403,0.51843,2.161162,2.147151,3.630962,1.4698,22.000515,22.144079,37.204193,0.441786,7.5,PSF-00578_20260721091223_6fb,0,0,0,115.060333,293.294189,0.607697,0.5,0.8,66.283371,1,58.01,57.63,27.69,27.24,27.24,97.6,156,155.7,0.2,273,3.737,7,43,1,,,,,,,,14:06:35,2026-07-21,39.208382,-96.593872,338.100006,17,0.63,09:11:23,2026-07-21,-0.64,1,-0.001,0.001,-9999,1.667,3.499,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.484316,2.47066,1.641925,0.93169,0.245097,-0.004633,0.163805,0.334491,115.060333,0.000289,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721091223_6fb,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
