SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
2,11:06:40,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.072767,2.916506,0.070995,1.73303,3.135659,3.089427,5.408326,2.272666,31.727345,32.202145,55.541637,0.441786,7.5,PSF-00578_20260720110640_6e0,0,0,0,81.433655,264.095306,0.691651,0.5,0.8,13.675217,1,55,54.19,35.17,34.22,34.22,97.37,156.1,154.2,1.2,49,4.008,19,114,291,,,,,,,,00:00:00,0000-00-00,nan,nan,nan,0,nan,11:06:09,2026-07-20,-0.4,1,0.003,0,-9999,-0.197,-0.348,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.478535,2.465251,1.6424,0.927834,0.182685,-0.011325,0.321759,0.147945,81.433655,0.000302,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720110640_6e0,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
3,11:06:58,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.178552,2.917538,0.168255,3.28949,3.229304,3.141704,5.052119,1.822815,32.263557,33.163155,51.882454,0.441786,7.5,PSF-00578_20260720110658_7b1,0,0,0,87.751862,238.83963,0.632591,0.5,0.8,100.161957,1,56.44,54.91,35.23,33,33,97.38,156.2,154.2,1.2,396,3.975,-15,-43,356,,,,,,,,00:00:00,0000-00-00,39.208355,-96.593819,332.200012,6,1.43,11:06:09,2026-07-20,-0.4,1,0.005,0.004,-9999,0.507,0.895,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.47945,2.467064,1.643454,0.927966,0.182232,-0.02671,0.323154,0.437399,87.751862,0.0003,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720110658_7b1,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
4,11:07:14,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.055825,2.916125,0.054776,1.213234,3.311235,3.278918,5.37191,2.060674,33.671799,34.00367,55.165108,0.441786,7.5,PSF-00578_20260720110714_8f5,0,0,0,84.254623,247.752426,0.659924,0.5,0.8,131.206955,1,57.68,57.12,35.29,34.1,34.1,97.38,156,154.5,1,497,4.007,-21,-39,356,,,,,,,,16:01:29,2026-07-20,39.208374,-96.59375,328.200012,5,1.52,11:06:09,2026-07-20,-0.4,1,0.003,0.002,-9999,0.068,0.192,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.482269,2.468621,1.642012,0.928619,0.18181,-0.014295,0.324459,0.521971,84.254623,0.000288,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720110714_8f5,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
1,11:09:37,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.076738,2.914704,0.07477,1.870709,3.319948,3.270069,5.644096,2.324148,33.582218,34.09446,57.962479,0.441786,7.5,PSF-00578_20260720110937_226,0,0,0,83.829758,258.905396,0.676215,0.5,0.8,190.404938,1,55.68,54.84,35.98,34.99,34.99,97.38,155.8,154.1,1.1,704,4.002,-19,-33,352,,,,,,,,16:03:52,2026-07-20,39.208382,-96.593758,334,6,1.44,11:09:23,2026-07-20,-0.32,1,0.002,0.002,0.012,-0.079,-0.128,-0.214,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.479223,2.465871,1.640566,0.927717,0.177011,-0.011964,0.244713,0.694839,83.829758,0.00031,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720110937_226,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
2,11:10:14,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.292948,2.916057,0.266205,6.771355,3.416863,3.236715,5.77654,2.359677,33.243618,35.09388,59.32962,0.441786,7.5,PSF-00578_20260720111014_e9e,0,0,0,114.92765,198.77243,0.421813,0.5,0.8,260.531799,1,56.82,53.82,36.14,35.41,35.41,97.36,156,154,1.3,1544,4.003,22,63,312,,,,,,,,16:04:29,2026-07-20,39.208389,-96.59375,333.299988,7,1.28,11:09:23,2026-07-20,-0.32,1,-0.003,-0.003,0.024,5.572,-8.633,-5.691,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.47789,2.467287,1.641943,0.927462,0.175957,-0.008745,0.25034,1.396882,114.92765,0.000311,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720111014_e9e,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
3,11:11:03,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.105737,2.916129,0.102037,2.412338,3.193973,3.129643,5.394371,2.200397,32.142834,32.803528,55.402592,0.441786,7.5,PSF-00578_20260720111103_a1b,0,0,0,82.333084,270.896667,0.696072,0.5,0.8,54.624401,1,52.61,51.55,36.31,34.17,34.17,97.37,156,154,1.3,196,4.002,24,49,142,,,,,,,,16:05:18,2026-07-20,39.208385,-96.593719,333,8,1.21,11:09:23,2026-07-20,-0.32,1,-0.004,-0.003,-9999,0.091,0.356,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.474939,2.461932,1.642016,0.927304,0.174783,-0.02586,0.256565,0.270573,82.333084,0.000309,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720111103_a1b,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
4,11:11:33,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.169572,2.917609,0.160257,4.103119,3.226455,3.117207,5.606196,2.37974,32.016342,33.138412,57.580357,0.441786,7.5,PSF-00578_20260720111133_5db,0,0,0,87.056641,290.251862,0.700065,0.5,0.8,128.575073,1,52.88,51.09,36.4,34.86,34.86,97.36,156.2,154,1.4,459,4.001,3,-53,340,,,,,,,,16:05:48,2026-07-20,39.20837,-96.593796,334,7,1.26,11:09:23,2026-07-20,-0.32,1,0.003,0.003,-0.01,-0.138,-0.159,-0.259,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.474332,2.462261,1.643527,0.927496,0.174173,-0.018584,0.259695,0.490303,87.056641,0.000295,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720111133_5db,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
5,11:11:55,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.339473,2.917754,0.304093,8.390809,3.281309,3.058043,5.842101,2.560791,31.407141,33.700165,60.000362,0.441786,7.5,PSF-00578_20260720111155_e35,0,0,0,86.991547,142.523651,0.389634,0.5,0.8,278.492523,1,53.59,49.94,36.47,35.61,35.61,97.37,156.2,154.1,1.3,1787,4.001,-2,-67,167,,,,,,,,16:06:11,2026-07-20,39.20837,-96.593742,335.299988,8,1.22,11:09:23,2026-07-20,-0.32,1,-0.001,-0.002,0.02,0.102,-0.384,-0.767,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.472837,2.463143,1.643675,0.927641,0.173729,-0.010302,0.261897,1.599732,86.991547,0.000314,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720111155_e35,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
6,11:12:20,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.279721,2.915414,0.255232,5.992528,3.20085,3.040978,5.385983,2.185132,31.233723,32.875767,55.319145,0.441786,7.5,PSF-00578_20260720111220_9e6,0,0,0,94.352249,306.133759,0.691794,0.5,0.8,39.763752,1,52.1,49.49,36.53,34.14,34.14,97.36,155.9,154.3,1.1,144,3.993,-1,-71,1,,,,,,,,16:06:35,2026-07-20,39.208389,-96.593788,335.5,7,1.28,11:09:23,2026-07-20,-0.32,1,0,0.001,0.02,-0.104,-0.316,-0.562,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.472253,2.461246,1.641288,0.928017,0.173319,-0.02888,0.264235,0.226714,94.352249,0.000315,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720111220_9e6,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
7,11:12:34,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.101766,2.917051,0.098335,2.512667,3.128277,3.061273,5.505881,2.377604,31.440641,32.128796,56.547855,0.441786,7.5,PSF-00578_20260720111234_3b2,0,0,0,86.195824,288.045288,0.700756,0.5,0.8,47.760014,1,50.82,49.73,36.56,34.54,34.54,97.37,156.1,153.8,1.5,170,4,-7,-59,351,,,,,,,,16:06:49,2026-07-20,39.208393,-96.593788,335.399994,8,1.22,11:09:23,2026-07-20,-0.32,1,0.003,0.001,-9999,0.05,0.341,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.472547,2.459614,1.642957,0.926833,0.173079,-0.02454,0.265436,0.249015,86.195824,0.000312,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720111234_3b2,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
8,11:12:58,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.29093,2.915922,0.264536,7.355095,3.283435,3.087445,5.863516,2.580081,31.708467,33.72131,60.21907,0.441786,7.5,PSF-00578_20260720111258_42a,0,0,0,90.668678,172.718521,0.475049,0.5,0.8,359.709686,1,53.15,49.97,36.63,35.68,35.68,97.37,156,154,1.3,1893,3.999,0,-43,267,,,,,,,,16:07:14,2026-07-20,39.208405,-96.593773,335.399994,8,1.22,11:09:23,2026-07-20,-0.32,1,0,0.001,0.013,0.421,-0.138,-1.931,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.472853,2.462558,1.641805,0.927263,0.172643,-0.011491,0.267636,1.68841,90.668678,0.000305,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720111258_42a,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
9,11:13:27,2026-07-20,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.042469,2.91708,0.04186,1.111043,3.23133,3.201735,5.697168,2.465838,32.882912,33.186855,58.511856,0.441786,7.5,PSF-00578_20260720111327_1b5,0,0,0,86.578491,288.315308,0.699709,0.5,0.8,42.170547,1,52.11,51.63,36.7,35.16,35.16,97.37,156.1,153.9,1.4,151,3.998,-11,38,0,,,,,,,,16:07:42,2026-07-20,39.208389,-96.593773,335.5,9,1.17,11:09:23,2026-07-20,-0.32,1,0,0,-9999,0.077,0.34,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.47497,2.461227,1.642986,0.927203,0.172182,-0.018718,0.270268,0.232541,86.578491,0.000317,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260720111327_1b5,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
