SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
1,14:17:48,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.138987,2.917427,0.132667,5.702106,2.963901,2.811233,6.946313,3.982412,28.800297,30.36434,71.163033,0.441786,7.5,PSF-00578_20260719141748_c36,0,0,0,113.242508,149.792068,0.244002,0.5,0.8,153.189819,1,54.82,51.99,34.21,38.79,38.79,97.61,156.2,154.8,0.9,1570,3.778,-19,0,286,,,,,,,,00:00:00,0000-00-00,nan,nan,nan,0,nan,14:17:42,2026-07-19,-0.48,1,-0.001,-0.002,-9999,-0.484,-0.774,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.475892,2.465298,1.643341,0.929343,0.189606,0.056956,0.233817,1.418135,113.242508,0.000285,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141748_c36,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
2,14:18:05,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.130764,2.916493,0.125152,4.89171,3.013104,2.882108,6.63962,3.626516,29.526997,30.869043,68.022446,0.441786,7.5,PSF-00578_20260719141805_41e,0,0,0,102.612015,134.421585,0.23664,0.5,0.8,219.772614,1,55.48,53.07,34.29,37.95,37.95,97.61,156.1,154.6,0.9,2322,3.788,-18,-2,286,,,,,,,,00:00:00,0000-00-00,39.208382,-96.59388,329.5,4,1.63,14:17:42,2026-07-19,-0.48,1,0.001,0.004,-9999,4.193,-5.601,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.477262,2.466125,1.642387,0.928936,0.189022,0.045392,0.235168,2.046698,102.612015,0.000304,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141805_41e,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
3,14:18:18,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.14533,2.916527,0.138432,5.909086,3.161107,3.003121,7.108384,3.947278,30.767401,32.385983,72.826401,0.441786,7.5,PSF-00578_20260719141818_502,0,0,0,99.812866,119.076851,0.161778,0.5,0.8,143.585236,1,58.01,55.11,34.35,39.22,39.22,97.61,156.1,154.7,0.9,2219,3.792,-18,-5,282,,,,,,,,19:12:34,2026-07-19,39.20837,-96.593819,331.399994,4,1.63,14:17:42,2026-07-19,-0.48,1,-0.001,-0.002,-9999,0.217,0.215,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.479868,2.469306,1.642421,0.929217,0.188569,0.060716,0.236241,1.960688,99.812866,0.000297,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141818_502,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
4,14:18:31,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.182898,2.916568,0.172106,6.674571,3.14966,2.971195,6.743189,3.593529,30.440538,32.268959,69.085457,0.441786,7.5,PSF-00578_20260719141831_b32,0,0,0,101.911781,129.290344,0.21176,0.5,0.8,178.687531,1,57.58,54.32,34.42,38.24,38.24,97.61,156.1,154.8,0.8,2110,3.755,-20,-2,285,,,,,,,,19:12:49,2026-07-19,39.208344,-96.593834,337.600006,5,1.37,14:17:42,2026-07-19,-0.48,1,0.001,-0.003,-9999,-0.274,-0.381,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.478846,2.468759,1.642464,0.929293,0.188081,0.047443,0.237381,1.869345,101.911781,0.000296,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141831_b32,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
5,14:18:45,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.096102,2.915863,0.093035,4.520806,3.187251,3.06635,7.666634,4.479383,31.414379,32.652996,78.543732,0.441786,7.5,PSF-00578_20260719141845_a55,0,0,0,97.730042,106.908562,0.085854,0.5,0.8,61.294353,1,58.06,55.85,34.49,40.63,40.63,97.61,156,154.6,0.9,1785,3.788,-17,-1,286,,,,,,,,19:13:03,2026-07-19,39.208363,-96.593819,338.200012,5,1.37,14:17:42,2026-07-19,-0.48,1,0.001,-0.001,-9999,0.092,0.136,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.480799,2.469343,1.641745,0.928972,0.187594,0.077368,0.238586,1.598027,97.730042,0.000287,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141845_a55,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
6,14:18:57,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.10104,2.9168,0.097657,4.474638,3.051551,2.931811,7.286776,4.235225,30.038664,31.265486,74.65863,0.441786,7.5,PSF-00578_20260719141857_836,0,0,0,97.159622,105.253456,0.076899,0.5,0.8,70.494995,1,55.38,53.2,34.55,39.68,39.68,97.6,156.1,154.4,1.1,2292,3.788,-16,4,281,,,,,,,,19:13:15,2026-07-19,39.208351,-96.593826,337,5,1.28,14:17:42,2026-07-19,-0.48,1,0.002,0.001,-9999,0.095,-0.011,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.477386,2.465946,1.642701,0.928483,0.187104,0.064199,0.239619,2.021647,97.159622,0.000286,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141857_836,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
7,14:19:16,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.127856,2.91645,0.122486,3.838394,2.948948,2.846089,5.869481,2.920533,29.159031,30.212847,60.134579,0.441786,7.5,PSF-00578_20260719141916_9ed,0,0,0,109.857918,272.163025,0.596353,0.5,0.8,14.185742,1,53.23,51.38,34.65,35.7,35.7,97.61,156.1,154.4,1.1,59,3.786,3,178,275,,,,,,,,19:13:35,2026-07-19,39.208374,-96.593773,336.399994,6,1.24,14:17:42,2026-07-19,-0.48,1,-0.003,-0.002,-9999,0.378,0.784,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.475017,2.463216,1.642343,0.928349,0.186412,0.012976,0.241275,0.156333,109.857918,0.000317,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141916_9ed,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
8,14:19:32,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.105598,2.915316,0.101907,2.952758,3.111544,3.032476,5.810686,2.699142,31.065756,31.875755,59.526714,0.441786,7.5,PSF-00578_20260719141932_9b7,0,0,0,117.177132,202.075119,0.420131,0.5,0.8,10.319835,1,55.92,54.5,34.73,35.51,35.51,97.61,155.9,154.4,1,61,3.786,-1,174,267,,,,,,,,19:13:50,2026-07-19,39.208305,-96.593864,6.5,5,1.27,14:17:42,2026-07-19,-0.48,1,0.001,-0.004,-9999,0.227,0.259,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.479021,2.466606,1.641189,0.928293,0.185841,0.009778,0.242593,0.157954,117.177132,0.000301,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141932_9b7,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
9,14:19:50,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.011073,2.915366,0.011031,0.33578,3.1764,3.167415,6.008164,2.831764,32.446041,32.538086,61.545818,0.441786,7.5,PSF-00578_20260719141950_5e8,0,0,0,129.203796,188.322189,0.313922,0.5,0.8,7.263242,1,56.79,56.63,34.82,36.12,36.12,97.62,155.9,154.3,1,58,3.78,-8,-177,152,,,,,,,,19:14:09,2026-07-19,39.208271,-96.593895,331.100006,5,1.62,14:17:42,2026-07-19,-0.48,1,-0.001,-0.005,-9999,0.45,-0.492,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.481734,2.46769,1.641239,0.928107,0.185167,0.016104,0.244122,0.154974,129.203796,0.000304,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719141950_5e8,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
10,14:20:06,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.103271,2.915932,0.099739,2.691383,3.235174,3.163241,5.747803,2.51263,32.40826,33.145233,58.887806,0.441786,7.5,PSF-00578_20260719142006_232,0,0,0,122.373108,402.266968,0.695791,0.5,0.8,17.616543,1,57.58,56.3,34.9,35.32,35.32,97.61,156,154.4,1,63,3.784,-1,172,267,,,,,,,,19:14:25,2026-07-19,39.208309,-96.593803,323.700012,5,1.36,14:17:42,2026-07-19,-0.48,1,0.004,0.004,-9999,0.057,0.386,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.481295,2.468671,1.641815,0.928481,0.184578,0.005234,0.245429,0.159532,122.373108,0.000311,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719142006_232,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
11,14:20:23,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.095565,2.915243,0.092532,2.745255,3.143104,3.069621,5.90464,2.761536,31.449587,32.202454,60.495575,0.441786,7.5,PSF-00578_20260719142023_116,0,0,0,122.547981,200.424667,0.388558,0.5,0.8,9.128287,1,55.66,54.36,34.99,35.8,35.8,97.6,155.9,154.3,1,59,3.786,-3,178,263,,,,,,,,19:14:41,2026-07-19,39.208366,-96.593857,318.700012,5,1.36,14:17:42,2026-07-19,-0.48,1,-0.003,0.002,-9999,0.333,0.753,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.478791,2.466229,1.641114,0.92811,0.183926,0.010107,0.246781,0.155717,122.547981,0.000307,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719142023_116,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
12,14:20:40,2026-07-19,Rain_out,Climate_model,,Pl6-R1-M1-H2-P08,,,0.116821,2.916301,0.112322,3.190866,3.170398,3.085085,5.815459,2.645062,31.608906,32.482998,59.583553,0.441786,7.5,PSF-00578_20260719142040_aff,0,0,0,116.07814,208.413361,0.443039,0.5,0.8,10.955804,1,55.85,54.35,35.09,35.53,35.53,97.6,156,154.5,1,62,3.785,-3,171,268,,,,,,,,19:14:58,2026-07-19,39.208374,-96.593842,319.100006,7,1.16,14:17:42,2026-07-19,-0.48,1,0,-0.001,-9999,0.372,0.622,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.478761,2.466456,1.642191,0.928618,0.183256,0.005574,0.248119,0.158299,116.07814,0.000309,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719142040_aff,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
