"ID","Series","Repeat","Ambient Humidity","Ambient Temperature","ECSt mAU","gH+","Leaf Angle","Leaf Temperature Differential","LEF","Light Intensity (PAR)","NPQt","Phi2","PhiNO","PhiNPQ","PS1 Active Centers","PS1 Open Centers","PS1 Over Reduced Centers","PS1 Oxidized Centers","Relative Chlorophyll","Thickness","vH+","time","Leaf position","Plant ID","Plot ID","Time","Time of Day","User","Device ID","Latitude","Longitude","Issues"
6504965,"Whole Data Set",1,47.356,33.97,0.00015,513.27,76.25,-4.28,28.008842849999997,104.961,1.27,0.593,0.179,0.228,3.929,0.742,0.389,-0.131,68.54,0.24,0.077,"07/13/2026 9:28 AM","Middle",05,"P01","Morning",9.468333333333334,"suraj karkee","41:00:13:15",39.20839,-96.59383333333332,""
6504964,"Whole Data Set",1,46.672,34.03,0.00099,-7.91,57.131,-6,206.9542305,1630.845,2.924,0.282,0.183,0.535,5.17,0.325,0.21,0.465,68.51,0.53,-0.008,"07/13/2026 9:28 AM","Lower",05,"P01","Morning",9.477777777777778,"suraj karkee","41:00:13:15",39.20836833333333,-96.59385333333333,""
6504963,"Whole Data Set",1,43.271,34.1,0.00016,240.308,80.832,-3.99,41.09263469999999,155.831,0.879,0.586,0.22,0.194,2.216,0.902,0.048,0.05,58.52,0.3,0.038,"07/13/2026 9:29 AM","Upper",06,"P01","Morning",9.489166666666666,"suraj karkee","41:00:13:15",39.20836333333333,-96.59382166666667,""
6504962,"Whole Data Set",1,43.448,34.09,0.00076,203.051,58.945,-4.48,164.32932285,897.239,2.633,0.407,0.163,0.43,5.46,0.373,0.516,0.11,63.67,0.34,0.154,"07/13/2026 9:29 AM","Middle",06,"P01","Morning",9.498055555555554,"suraj karkee","41:00:13:15",39.208369999999995,-96.59383833333335,""
6504961,"Whole Data Set",1,43.547,34.11,0.00011,561.223,66.655,-4.18,31.1860602,114.739,0.965,0.604,0.201,0.194,3.343,0.839,0.329,-0.168,67.26,0.25,0.062,"07/13/2026 9:30 AM","Lower",06,"P01","Morning",9.506944444444445,"suraj karkee","41:00:13:15",39.208414999999995,-96.59382333333333,""
6504960,"Whole Data Set",1,43.154,34.12,0.00016,262.419,74.302,-4.51,38.9188566,144.626,1.111,0.598,0.191,0.212,3.678,0.832,0.314,-0.146,64.64,0.29,0.042,"07/13/2026 9:31 AM","Upper",08,"P01","Morning",9.518611111111111,"suraj karkee","41:00:13:15",39.208398333333335,-96.59381666666668,""
6504959,"Whole Data Set",1,43.777,34.16,0.00043,181.338,66.471,-5.91,84.98746799999999,334.86,1.405,0.564,0.181,0.255,4.752,0.589,0.521,-0.109,68.83,0.29,0.078,"07/13/2026 9:31 AM","Middle",08,"P01","Morning",9.527500000000002,"suraj karkee","41:00:13:15",39.208385,-96.59384166666665,""
6504958,"Whole Data Set",1,43.375,34.18,0.00013,342.203,60.34,-5.21,23.529360599999997,82.213,0.84,0.636,0.198,0.166,3.346,0.685,0.361,-0.046,67.93,0.23,0.044,"07/13/2026 9:32 AM","Lower",08,"P01","Morning",9.536388888888888,"suraj karkee","41:00:13:15",39.20838833333333,-96.59383666666666,""
6504957,"Whole Data Set",1,42.721,34.21,0.00062,247.079,72.587,-4.98,190.828332,1084.56,2.824,0.391,0.159,0.45,3.291,0.528,0.25,0.221,57.71,0.2,0.153,"07/13/2026 9:33 AM","Upper",01,"P03","Morning",9.555000000000001,"suraj karkee","41:00:13:15",39.20845166666666,-96.59385499999999,""
6504956,"Whole Data Set",1,42.476,34.27,0.00013,339.183,64.182,-5.12,29.57360265,107.209,1.09,0.613,0.185,0.202,4.31,0.535,0.431,0.034,64.64,0.21,0.044,"07/13/2026 9:33 AM","Middle",01,"P03","Morning",9.564722222222223,"suraj karkee","41:00:13:15",39.20845833333333,-96.59382333333333,""
6504955,"Whole Data Set",1,41.857,34.29,0.00071,227.808,53.636,-4.32,213.004863,1551.948,4.353,0.305,0.13,0.565,3.41,0.634,0.126,0.241,65.57,0.26,0.162,"07/13/2026 9:34 AM","Lower",01,"P03","Morning",9.574166666666667,"suraj karkee","41:00:13:15",39.20843833333333,-96.59385666666667,""
6504954,"Whole Data Set",1,42.327,34.33,0.00013,476.142,69.392,-6.16,28.69988625,104.725,1.054,0.609,0.19,0.2,2.775,0.815,0.16,0.025,63.72,0.32,0.062,"07/13/2026 9:35 AM","Upper",02,"P03","Morning",9.58388888888889,"suraj karkee","41:00:13:15",39.20843833333333,-96.59383166666666,""
6504953,"Whole Data Set",1,42.832,34.38,0.00023,179.908,59.758,-5.99,50.720904,192.672,1.417,0.585,0.172,0.243,4.084,0.357,0.447,0.196,63.87,0.32,0.041,"07/13/2026 9:35 AM","Middle",02,"P03","Morning",9.593611111111112,"suraj karkee","41:00:13:15",39.20843833333333,-96.59384333333334,""
6504952,"Whole Data Set",1,43.625,34.43,0.00135,68.635,28.181,-6.54,111.79860300000001,591.527,1.977,0.42,0.195,0.385,3.559,0.366,0.49,0.145,66.64,0.27,0.093,"07/13/2026 9:36 AM","Lower",02,"P03","Morning",9.6025,"suraj karkee","41:00:13:15",39.20843,-96.59384166666665,""
6504951,"Whole Data Set",1,43.072,34.52,0.00013,344.008,76.374,-4.97,29.0164194,105.361,0.717,0.612,0.226,0.162,2.864,0.798,0.604,-0.402,58.24,0.22,0.045,"07/13/2026 9:37 AM","Upper",05,"P03","Morning",9.617222222222223,"suraj karkee","41:00:13:15",39.208465000000004,-96.593835,""
6504950,"Whole Data Set",1,44.034,34.6,0.00121,152.555,82.977,-5.05,200.51969400000002,1423.64,2.363,0.313,0.204,0.483,3.167,0.55,-0.023,0.473,63.15,0.28,0.185,"07/13/2026 9:37 AM","Middle",05,"P03","Morning",9.626944444444446,"suraj karkee","41:00:13:15",39.208455,-96.59384166666665,""
6504949,"Whole Data Set",1,44.087,34.66,0.00012,229.918,52.803,-6.49,31.294868399999995,117.672,1.27,0.591,0.18,0.229,3.894,0.614,0.391,-0.004,68.98,0.23,0.028,"07/13/2026 9:38 AM","Lower",05,"P03","Morning",9.635277777777777,"suraj karkee","41:00:13:15",39.20847333333334,-96.59383333333332,""
6504948,"Whole Data Set",1,42.544,34.74,0.00152,114.876,81.283,-4.99,184.26812040000002,1312.451,2.973,0.312,0.173,0.515,3.165,0.508,-0.028,0.52,65.03,0.33,0.175,"07/13/2026 9:38 AM","Upper",10,"P03","Morning",9.649166666666666,"suraj karkee","41:00:13:15",39.208486666666666,-96.59382166666667,""
6504947,"Whole Data Set",1,42.633,34.8,0.00061,122.917,38.784,-5.83,66.71659500000001,269.562,1.19,0.55,0.205,0.244,4.168,0.357,0.536,0.107,66.67,0.25,0.075,"07/13/2026 9:39 AM","Middle",10,"P03","Morning",9.659444444444444,"suraj karkee","41:00:13:15",39.20844833333333,-96.59381,""
6504946,"Whole Data Set",1,43.775,34.89,0.00114,178.561,51.048,-4.96,190.99994130000002,1410.114,4.821,0.301,0.12,0.579,5.183,0.43,0.273,0.297,68.05,0.31,0.204,"07/13/2026 9:40 AM","Lower",10,"P03","Morning",9.67,"suraj karkee","41:00:13:15",39.208470000000005,-96.59379833333332,""
6504884,"Whole Data Set",1,41.223,34.66,0.001,178.947,60.295,-2.07,193.02707969999997,1201.538,3.781,0.357,0.135,0.509,3.396,0.718,-0.036,0.319,64.65,0.3,0.179,"07/13/2026 12:19 PM","Upper",05,"P02","Noon",12.329444444444444,"suraj karkee","41:00:13:15",39.208441666666666,-96.59389166666666,""
6504883,"Whole Data Set",1,41.257,34.77,0.00045,198.213,81.458,-3.48,68.2741845,291.21,1.759,0.521,0.174,0.305,3.996,0.586,0.383,0.03,68.32,0.26,0.089,"07/13/2026 12:20 PM","Middle",05,"P02","Noon",12.338611111111112,"suraj karkee","41:00:13:15",39.20845166666666,-96.59394499999999,""
6504882,"Whole Data Set",1,40.717,34.89,0.00024,211.774,51.43,-4.74,67.38362325,283.065,1.917,0.529,0.161,0.31,4.955,0.686,0.307,0.007,69.97,0.27,0.051,"07/13/2026 12:20 PM","Lower",05,"P02","Noon",12.347222222222223,"suraj karkee","41:00:13:15",39.208443333333335,-96.59393999999999,""
6504881,"Whole Data Set",1,39.008,35.03,0.0007,228.04,61.502,-4.38,185.2297821,984.741,2.761,0.418,0.155,0.427,3.746,0.65,0.224,0.125,63.13,0.34,0.16,"07/13/2026 12:21 PM","Upper",07,"P02","Noon",12.357777777777777,"suraj karkee","41:00:13:15",39.20845333333333,-96.59389000000002,""
6504880,"Whole Data Set",1,40.132,35.17,0.00141,135.917,53.154,-4.42,188.1258525,1129.885,2.153,0.37,0.2,0.43,2.775,0.516,-0.1,0.585,67.24,0.3,0.192,"07/13/2026 12:22 PM","Middle",07,"P02","Noon",12.367222222222223,"suraj karkee","41:00:13:15",39.208443333333335,-96.59391166666667,""
6504879,"Whole Data Set",1,38.956,35.27,0.0006,183.981,82.597,-5.72,133.22981159999998,627.259,2.35,0.472,0.158,0.37,3.884,0.752,0.211,0.038,67.92,0.26,0.11,"07/13/2026 12:22 PM","Lower",07,"P02","Noon",12.37638888888889,"suraj karkee","41:00:13:15",39.208414999999995,-96.59389166666666,""
6504878,"Whole Data Set",1,39.807,35.41,0.00015,249.047,78.967,-4.72,53.052228,199.145,1.281,0.592,0.179,0.229,4.376,0.714,0.333,-0.047,68.1,0.28,0.037,"07/13/2026 12:23 PM","Upper",09,"P02","Noon",12.386111111111111,"suraj karkee","41:00:13:15",39.208435,-96.59387166666666,""
6504877,"Whole Data Set",1,38.748,35.5,0.00027,267.495,78.572,-3.83,92.5788312,362.202,0.96,0.568,0.221,0.212,4.082,0.644,0.257,0.099,69.11,0.34,0.072,"07/13/2026 12:23 PM","Middle",09,"P02","Noon",12.395277777777777,"suraj karkee","41:00:13:15",39.208445,-96.59386833333335,""
6504876,"Whole Data Set",1,39.671,35.64,0.00073,168.004,42.605,-5.07,134.342334,710.806,3.057,0.42,0.143,0.437,5.052,0.596,0.319,0.086,71.6,0.31,0.123,"07/13/2026 12:24 PM","Lower",09,"P02","Noon",12.404166666666667,"suraj karkee","41:00:13:15",39.2084,-96.59386500000001,""
6504875,"Whole Data Set",1,40.162,35.79,0.00117,155.865,71.911,-5.64,178.06574114999998,1102.233,3.049,0.359,0.158,0.482,3.68,0.721,0.293,-0.015,61.48,0.27,0.182,"07/13/2026 12:24 PM","Upper",11,"P02","Noon",12.414722222222222,"suraj karkee","41:00:13:15",39.20842666666667,-96.59390166666665,""
6504874,"Whole Data Set",1,39.897,35.92,0.0003,282.506,63.261,-4.49,64.8110592,265.728,1.538,0.542,0.181,0.278,4.476,0.575,0.397,0.028,69.45,0.22,0.085,"07/13/2026 12:25 PM","Middle",11,"P02","Noon",12.424444444444443,"suraj karkee","41:00:13:15",39.208436666666664,-96.59392000000001,""
6504873,"Whole Data Set",1,40.676,36.04,0.00034,187.803,67.138,-4.41,54.403870500000004,236.59,1.802,0.511,0.174,0.314,4.834,0.512,0.26,0.228,67.5,0.26,0.064,"07/13/2026 12:26 PM","Lower",11,"P02","Noon",12.43361111111111,"suraj karkee","41:00:13:15",39.208425000000005,-96.59394166666668,""
6504865,"Whole Data Set",1,36.655,37.96,0.00105,152.194,62.934,-5.07,132.9171507,765.211,3.226,0.386,0.145,0.469,4.937,0.446,0.529,0.025,63.96,0.3,0.16,"07/13/2026 12:43 PM","Upper",04,"P01","Noon",12.7225,"suraj karkee","41:00:13:15",39.208405,-96.59381166666665,""
6504864,"Whole Data Set",1,35.341,37.94,0.00068,244.194,66.38,-6.47,186.93314324999997,1015.665,2.335,0.409,0.177,0.414,3.739,0.818,0.309,-0.127,65.68,0.35,0.166,"07/13/2026 12:43 PM","Middle",04,"P01","Noon",12.731666666666667,"suraj karkee","41:00:13:15",39.20838833333333,-96.59384666666668,""
6504863,"Whole Data Set",1,35.316,37.94,0.00092,215.869,52.394,-6.39,191.04050519999998,1129.081,2.734,0.376,0.167,0.457,3.552,0.667,0.202,0.131,68.05,0.21,0.199,"07/13/2026 12:44 PM","Lower",04,"P01","Noon",12.740277777777777,"suraj karkee","41:00:13:15",39.208405,-96.59382166666667,""
6504862,"Whole Data Set",1,34.423,37.91,0.0009,216.405,69.655,-5.14,187.92164789999995,1206.947,3.684,0.346,0.14,0.515,3.098,0.562,0.088,0.351,58.98,0.21,0.195,"07/13/2026 12:45 PM","Upper",05,"P01","Noon",12.750277777777777,"suraj karkee","41:00:13:15",39.20838833333333,-96.59384166666665,""
6504861,"Whole Data Set",1,34.987,37.89,0.00012,439.703,78.561,-5.96,30.1695192,115.992,1.448,0.578,0.172,0.249,4.791,0.784,0.329,-0.113,67.32,0.3,0.053,"07/13/2026 12:45 PM","Middle",05,"P01","Noon",12.759722222222223,"suraj karkee","41:00:13:15",39.20838333333334,-96.59382499999998,""
6504860,"Whole Data Set",1,35.742,37.83,0.00033,299.436,65.181,-7.96,95.65466040000001,387.894,1.421,0.548,0.187,0.265,3.917,0.77,0.307,-0.076,65.04,0.31,0.099,"07/13/2026 12:46 PM","Lower",05,"P01","Noon",12.778333333333334,"suraj karkee","41:00:13:15",39.2078894,-96.5982601,""
6504859,"Whole Data Set",1,34.138,37.8,0.00017,347.799,78.121,-7.65,42.569389799999996,164.806,1.39,0.574,0.178,0.248,-6.944,-0.384,1.444,-0.059,63.41,0.44,0.059,"07/13/2026 12:47 PM","Upper",06,"P01","Noon",12.787777777777778,"suraj karkee","41:00:13:15",39.20839,-96.59382,""
6504858,"Whole Data Set",1,34.966,37.76,0.00079,222.75,47.251,-6.93,118.32034860000002,650.827,3.147,0.404,0.144,0.453,1.804,1.333,-0.635,0.302,64.16,0.4,0.176,"07/13/2026 12:47 PM","Middle",06,"P01","Noon",12.796944444444444,"suraj karkee","41:00:13:15",39.208395,-96.59382,""
6504857,"Whole Data Set",1,34.022,37.71,0.0008,117.997,75.119,-6.32,76.7303496,361.254,1.972,0.472,0.178,0.351,3.63,0.51,0.256,0.235,68.64,0.24,0.094,"07/13/2026 12:48 PM","Lower",06,"P01","Noon",12.806111111111111,"suraj karkee","41:00:13:15",39.20839333333333,-96.59382333333333,""
6504856,"Whole Data Set",1,32.233,37.63,0.00018,358.583,70.862,-6.62,40.03641495,146.573,1.132,0.607,0.185,0.209,4.021,0.795,0.28,-0.075,65.29,0.17,0.065,"07/13/2026 12:48 PM","Upper",08,"P01","Noon",12.815833333333334,"suraj karkee","41:00:13:15",39.20842833333334,-96.59382,""
6504855,"Whole Data Set",1,34.607,37.48,0.00069,246.419,65.643,-6.01,183.34785600000004,1198.352,4.198,0.34,0.127,0.533,4.279,0.563,0.28,0.157,68.49,0.23,0.17,"07/13/2026 12:49 PM","Middle",08,"P01","Noon",12.824722222222222,"suraj karkee","41:00:13:15",39.208396666666665,-96.59385166666668,""
6504854,"Whole Data Set",1,35.282,37.48,0.00127,129.325,53.344,-7.93,149.595642,884.135,1.927,0.376,0.213,0.411,3.175,0.713,-0.058,0.346,68.16,0.28,0.164,"07/13/2026 12:49 PM","Lower",08,"P01","Noon",12.833055555555555,"suraj karkee","41:00:13:15",39.20840833333333,-96.59381833333333,""
6504853,"Whole Data Set",1,32.665,37.44,0.00079,243.057,67.797,-7.39,232.06334760000001,1364.276,3.483,0.378,0.139,0.484,2.566,1.074,0.074,-0.148,57.53,0.29,0.192,"07/13/2026 12:50 PM","Upper",01,"P03","Noon",12.848055555555556,"suraj karkee","41:00:13:15",39.2078894,-96.5982601,""
6504852,"Whole Data Set",1,33.445,37.4,0.00015,323.951,76.443,-6.71,38.5585695,150.59,1.385,0.569,0.181,0.25,3.567,0.95,0.081,-0.031,64.04,0.19,0.049,"07/13/2026 12:51 PM","Middle",01,"P03","Noon",12.857222222222221,"suraj karkee","41:00:13:15",39.208466666666666,-96.59382166666667,""
6504851,"Whole Data Set",1,33.8,37.3,0.00049,215.914,43.284,-7.55,109.19961359999999,497.266,2.108,0.488,0.165,0.347,3.325,0.944,-0.038,0.094,66.01,0.31,0.106,"07/13/2026 12:52 PM","Lower",01,"P03","Noon",12.867222222222223,"suraj karkee","41:00:13:15",39.20845666666666,-96.59380000000002,""
6504850,"Whole Data Set",1,32.474,37.28,0.00058,211.446,67.571,-6.41,114.77654010000002,484.903,1.646,0.526,0.179,0.295,3.363,0.711,0.211,0.078,65.31,0.24,0.123,"07/13/2026 12:52 PM","Upper",02,"P03","Noon",12.87638888888889,"suraj karkee","41:00:13:15",39.20844666666667,-96.59381333333334,""
6504849,"Whole Data Set",1,33.589,37.22,0.0015,202.985,37.598,-8.25,272.92363559999995,1969.146,4.523,0.308,0.125,0.566,5.135,0.19,0.179,0.631,63.71,0.82,0.304,"07/13/2026 12:53 PM","Middle",02,"P03","Noon",12.885833333333332,"suraj karkee","41:00:13:15",39.20847166666667,-96.59382833333332,""
6504848,"Whole Data Set",1,34.166,37.22,0.00079,220.26,44.682,-6.61,201.20361389999997,1221.637,3.219,0.366,0.15,0.484,4.127,0.6,0.388,0.011,67.7,0.26,0.174,"07/13/2026 12:53 PM","Lower",02,"P03","Noon",12.89611111111111,"suraj karkee","41:00:13:15",39.208488333333335,-96.59382833333332,""
6504847,"Whole Data Set",1,34.161,37.15,0.00062,201.781,80.407,-7.82,99.03716775000001,446.415,1.676,0.493,0.19,0.318,2.171,0.51,-0.295,0.786,64.59,0.3,0.125,"07/13/2026 12:54 PM","Upper",05,"P03","Noon",12.906666666666666,"suraj karkee","41:00:13:15",39.20847833333333,-96.59381166666665,""
6504846,"Whole Data Set",1,32.248,37.16,0.00073,206.704,57.911,-6.83,177.1346115,1022.422,2.919,0.385,0.157,0.458,3.174,0.452,0.131,0.417,68.69,0.24,0.151,"07/13/2026 12:55 PM","Middle",05,"P03","Noon",12.916944444444443,"suraj karkee","41:00:13:15",39.2085,-96.59382,""
6504845,"Whole Data Set",1,33.23,37.08,0.00058,297.256,53.714,-6.79,212.62295834999998,1481.177,4.212,0.319,0.131,0.55,3.655,0.689,0.114,0.197,69.22,0.28,0.172,"07/13/2026 12:55 PM","Lower",05,"P03","Noon",12.925833333333333,"suraj karkee","41:00:13:15",39.208488333333335,-96.59382166666667,""
6504844,"Whole Data Set",1,35.036,37.1,0.00089,185.356,81.251,-5.63,146.22074775000002,843.987,3.395,0.385,0.14,0.475,3.161,0.764,0.053,0.183,66.25,0.38,0.165,"07/13/2026 12:56 PM","Upper",10,"P03","Noon",12.935277777777777,"suraj karkee","41:00:13:15",39.20847833333333,-96.59382666666667,""
6504843,"Whole Data Set",1,33.476,37.15,0.00033,216.499,60.768,-7.28,125.2156743,528.002,1.603,0.527,0.182,0.291,3.899,0.655,0.412,-0.068,59.35,0.19,0.071,"07/13/2026 12:56 PM","Middle",10,"P03","Noon",12.944444444444445,"suraj karkee","41:00:13:15",39.208486666666666,-96.59382166666667,""
6504842,"Whole Data Set",1,33.054,37.14,0.00092,219.229,62.731,-6.17,230.58342225,1637.085,4.909,0.313,0.116,0.571,4.278,0.415,0.251,0.334,70.11,0.29,0.202,"07/13/2026 12:57 PM","Lower",10,"P03","Noon",12.954444444444444,"suraj karkee","41:00:13:15",39.20849333333333,-96.59380666666667,""
6501782,"Whole Data Set",1,47.771,30.66,0.00114,152.017,70.153,-0.33,129.45720645000003,732.017,2.055,0.393,0.199,0.408,2.816,0.565,0.147,0.288,56.06,0.24,0.173,"07/12/2026 4:23 PM","Upper",01,"P03","Late",16.386944444444445,"suraj karkee","41:00:13:15",39.208414999999995,-96.593785,""
6501781,"Whole Data Set",1,45.743,30.94,0.00114,104.372,62.176,-0.79,105.19897275000001,502.743,1.354,0.465,0.227,0.308,4.399,0.399,0.475,0.126,64.63,0.22,0.119,"07/12/2026 4:23 PM","Middle",01,"P03","Late",16.397777777777776,"suraj karkee","41:00:13:15",39.20838666666667,-96.593805,""
6501780,"Whole Data Set",1,46.009,31.23,0.00152,65.363,45.348,-0.58,142.70866515,908.683,2.26,0.349,0.2,0.451,4.332,0.22,0.443,0.336,66.22,0.25,0.099,"07/12/2026 4:24 PM","Lower",01,"P03","Late",16.408055555555553,"suraj karkee","41:00:13:15",39.208455,-96.59380000000002,""
6501779,"Whole Data Set",1,44.932,31.48,0.00087,222.667,62.156,-0.41,248.38622235,1176.907,2.768,0.469,0.141,0.39,2.96,0.544,0.172,0.284,64.93,0.19,0.194,"07/12/2026 4:25 PM","Upper",02,"P03","Late",16.41777777777778,"suraj karkee","41:00:13:15",39.208425000000005,-96.59382,""
6501778,"Whole Data Set",1,44.646,31.7,0.00033,222.147,51.941,-1.27,91.43143425,384.085,1.513,0.529,0.187,0.284,3.11,1.02,0.14,-0.16,64.96,0.29,0.073,"07/12/2026 4:25 PM","Middle",02,"P03","Late",16.42666666666667,"suraj karkee","41:00:13:15",39.208391666666664,-96.59385333333333,""
6501777,"Whole Data Set",1,43.966,32.03,0.00123,208.305,35.612,0.16,216.30240765,1596.917,4.881,0.301,0.119,0.58,3.469,0.591,0.046,0.363,67.48,0.29,0.256,"07/12/2026 4:26 PM","Lower",02,"P03","Late",16.43638888888889,"suraj karkee","41:00:13:15",39.20842666666667,-96.59384833333334,""
6501776,"Whole Data Set",1,44.002,32.29,-0.00009,102.206,75.951,-0.26,246.4369245,1063.374,1.215,0.515,0.219,0.266,1.925,-1.281,-24.984,27.265,63.72,0.05,-0.009,"07/12/2026 4:26 PM","Upper",05,"P03","Late",16.445555555555554,"suraj karkee","41:00:13:15",39.208441666666666,-96.59380833333334,""
6501775,"Whole Data Set",1,43.707,32.55,0.00117,201.828,56.056,-1.54,259.45233119999995,2001.947,5.046,0.288,0.118,0.594,3.792,0.298,-0.002,0.704,65.94,0.23,0.236,"07/12/2026 4:27 PM","Middle",05,"P03","Late",16.455,"suraj karkee","41:00:13:15",39.208405,-96.59383333333332,""
6501774,"Whole Data Set",1,43.942,32.77,0.00014,287.824,50.319,-2.12,40.7663361,159.774,1.604,0.567,0.166,0.267,4.909,0.542,0.476,-0.019,69.15,0.29,0.04,"07/12/2026 4:27 PM","Lower",05,"P03","Late",16.464444444444442,"suraj karkee","41:00:13:15",39.20839333333333,-96.59384333333334,""
6501773,"Whole Data Set",1,44.077,33.06,0.00014,413.033,81.873,-2.05,40.998672,150.592,0.995,0.605,0.198,0.197,4.314,0.654,0.399,-0.053,61.2,0.29,0.058,"07/12/2026 4:28 PM","Upper",10,"P03","Late",16.475277777777777,"suraj karkee","41:00:13:15",39.20844666666667,-96.59382833333332,""
6501772,"Whole Data Set",1,42.068,33.34,0.00019,268.245,46.194,-2.91,35.4529413,122.717,1.005,0.642,0.179,0.18,3.858,0.672,0.572,-0.244,67.11,0.25,0.051,"07/12/2026 4:29 PM","Middle",10,"P03","Late",16.485,"suraj karkee","41:00:13:15",39.208436666666664,-96.59381333333334,""
6501771,"Whole Data Set",1,40.542,33.58,0.00026,299.301,56.29,-2.03,87.07757850000002,344.93,1.401,0.561,0.183,0.256,4.61,0.682,0.352,-0.034,70.55,0.22,0.078,"07/12/2026 4:29 PM","Lower",10,"P03","Late",16.49638888888889,"suraj karkee","41:00:13:15",39.20841,-96.59384,""
6501770,"Whole Data Set",1,38.332,35.39,0.00073,174.604,73.352,-3.4,110.25051570000001,534.937,2.169,0.458,0.171,0.371,4.101,0.389,0.032,0.579,66.26,0.3,0.127,"07/12/2026 4:40 PM","Upper",05,"P02","Late",16.68027777777778,"suraj karkee","41:00:13:15",39.20838666666667,-96.59389666666667,""
6501769,"Whole Data Set",1,39.14,35.45,0.00013,142.308,81.672,-2.94,30.045304800000004,103.676,0.621,0.644,0.219,0.136,4.305,0.662,0.419,-0.081,67.4,0.26,0.019,"07/12/2026 4:41 PM","Middle",05,"P02","Late",16.69,"suraj karkee","41:00:13:15",39.208398333333335,-96.59391333333333,""
6501768,"Whole Data Set",1,39.761,35.59,0.00043,227.571,48.452,-5.62,160.8808014,738.663,1.935,0.484,0.176,0.34,4.52,0.613,0.384,0.003,67.71,0.29,0.098,"07/12/2026 4:41 PM","Lower",05,"P02","Late",16.699444444444445,"suraj karkee","41:00:13:15",39.208423333333336,-96.59397499999999,""
6501767,"Whole Data Set",1,40.318,35.79,0.00013,156.587,75.062,-3.42,33.993220050000005,126.111,1.138,0.599,0.188,0.213,3.324,0.772,0.264,-0.036,61.43,0.23,0.02,"07/12/2026 4:42 PM","Upper",07,"P02","Late",16.710833333333333,"suraj karkee","41:00:13:15",39.208420000000004,-96.59391666666667,""
6501766,"Whole Data Set",1,40.561,35.96,0.00068,260.182,54.24,-2.11,185.2598358,1092.012,3.884,0.377,0.128,0.496,3.808,0.488,0.276,0.237,61.51,0.28,0.177,"07/12/2026 4:43 PM","Middle",07,"P02","Late",16.720277777777778,"suraj karkee","41:00:13:15",39.20841,-96.59394166666668,""
6501765,"Whole Data Set",1,39.411,36.11,0.15031,29.82,81.257,-1.72,93.72053249999999,422.45,1.172,0.493,0.233,0.273,3.444,0.653,0.326,0.021,66.87,4.2,4.482,"07/12/2026 4:43 PM","Lower",07,"P02","Late",16.728888888888886,"suraj karkee","41:00:13:15",39.20843333333333,-96.59391499999998,""
6501764,"Whole Data Set",1,39.971,36.34,0.00162,155.007,70.111,-2.33,188.2950696,1729.064,6.877,0.242,0.096,0.662,4.076,0.299,0.216,0.485,65.2,0.28,0.251,"07/12/2026 4:44 PM","Upper",09,"P02","Late",16.740277777777777,"suraj karkee","41:00:13:15",39.20843,-96.59390666666668,""
6501763,"Whole Data Set",1,38.879,36.48,0.00086,228.099,80.938,-4.19,266.1466977,1685.006,2.881,0.351,0.167,0.482,4.751,0.324,0.355,0.322,70.52,0.27,0.196,"07/12/2026 4:44 PM","Middle",09,"P02","Late",16.749166666666667,"suraj karkee","41:00:13:15",39.20842666666667,-96.59388666666668,""
6501762,"Whole Data Set",1,38.624,36.59,0.0001,329.292,56.006,-4.7,35.65281015,132.711,1.212,0.597,0.182,0.221,5.662,0.663,0.522,-0.185,71.1,0.31,0.033,"07/12/2026 4:45 PM","Lower",09,"P02","Late",16.75888888888889,"suraj karkee","41:00:13:15",39.20844666666667,-96.59389166666666,""
6501761,"Whole Data Set",1,36.736,36.71,0.00016,219.298,90,-5.04,32.5828791,116.409,0.897,0.622,0.199,0.179,3.412,0.782,0.296,-0.078,61.28,0.23,0.035,"07/12/2026 4:46 PM","Upper",11,"P02","Late",16.770555555555553,"suraj karkee","41:00:13:15",39.20840833333333,-96.59390833333333,""
6501760,"Whole Data Set",1,37.403,36.78,388.1948,0.001,59.955,-1.39,216.07553520000002,1765.323,3.983,0.272,0.146,0.582,5.567,0.784,0.296,-0.081,65.57,3.54,0.388,"07/12/2026 4:46 PM","Middle",11,"P02","Late",16.778888888888886,"suraj karkee","41:00:13:15",39.20840333333333,-96.59391833333332,""
6501759,"Whole Data Set",1,37.806,36.86,0.00015,307.711,69.092,-5.39,30.28696875,107.687,0.853,0.625,0.202,0.172,3.953,0.864,0.44,-0.303,66.6,0.28,0.046,"07/12/2026 4:47 PM","Lower",11,"P02","Late",16.78777777777778,"suraj karkee","41:00:13:15",39.20840666666666,-96.59393999999999,""
6501758,"Whole Data Set",1,36.251,37.1,0.0001,590.738,62.798,-5.47,30.31979265,112.483,1.307,0.599,0.174,0.227,4.939,0.58,0.441,-0.021,65.14,0.32,0.059,"07/12/2026 4:49 PM","Upper",04,"P01","Late",16.829444444444444,"suraj karkee","41:00:13:15",39.208353333333335,-96.59382666666667,""
6501757,"Whole Data Set",1,35.881,37.14,0.00015,608.647,54.148,-4.29,42.39572400000001,168.84,1.772,0.558,0.16,0.283,4.509,0.719,0.295,-0.014,68.61,0.22,0.091,"07/12/2026 4:50 PM","Middle",04,"P01","Late",16.83833333333333,"suraj karkee","41:00:13:15",39.20835,-96.59383166666666,""
